id,name,coment,length,keyframe,path
205404,2054_idle,雪地弓箭手,,0,Models/2054/Animations
205405,2054_skl5421,雪地弓箭手,1.567,0.29|0.54|0.84,Models/2054/Animations
205406,2054_stun,雪地弓箭手,,0,Models/2054/Animations
205407,2054_walk,雪地弓箭手,,0,Models/2054/Animations
202601,2026_atk1,南蛮藤甲兵,1,0.42,Models/2026/Animations
202602,2026_die,南蛮藤甲兵,,0,Models/2026/Animations
202603,2026_hurt,南蛮藤甲兵,0.533,0,Models/2026/Animations
202604,2026_idle,南蛮藤甲兵,,0,Models/2026/Animations
202605,2026_skl5251,南蛮藤甲兵,1,0.5,Models/2026/Animations
202606,2026_stun,南蛮藤甲兵,,0,Models/2026/Animations
202607,2026_walk,南蛮藤甲兵,,0,Models/2026/Animations
206101,2061_die,水元素,,0,Models/2061/Animations
206102,2061_hurt,水元素,0.533,0,Models/2061/Animations
206103,2061_idle,水元素,,0,Models/2061/Animations
206104,2061_skl5611,水元素,1.933,1.55,Models/2061/Animations
206105,2061_skl5612,水元素,0.867,0.53,Models/2061/Animations
206106,2061_stun,水元素,,0,Models/2061/Animations
206107,2061_walk,水元素,,0,Models/2061/Animations
206108,2061_zhaohuan,水元素,,0,Models/2061/Animations
206401,2064_atk1,青州巫毒术士,1,0.527,Models/2064/Animations
206402,2064_die,青州巫毒术士,,0,Models/2064/Animations
206403,2064_hurt,青州巫毒术士,0.533,0,Models/2064/Animations
206404,2064_idle,青州巫毒术士,,0,Models/2064/Animations
206405,2064_stun,青州巫毒术士,,0,Models/2064/Animations
206406,2064_walk,青州巫毒术士,,0,Models/2064/Animations
206407,2064_skl5591,青州巫毒术士,3.867,0,Models/2064/Animations
206408,2064_skl5592,青州巫毒术士,1.867,1.26,Models/2064/Animations
206601,2066_atk1,江东长矛手,1,0.56,Models/2066/Animations
206602,2066_die,江东长矛手,,0,Models/2066/Animations
206603,2066_hurt,江东长矛手,0.533,0,Models/2066/Animations
206604,2066_idle,江东长矛手,,0,Models/2066/Animations
206605,2066_skl5541,江东长矛手,1,0.533,Models/2066/Animations
206606,2066_stun,江东长矛手,,0,Models/2066/Animations
206607,2066_walk,江东长矛手,,0,Models/2066/Animations
206501,2065_atk1,青州死灵术士,0.867,0.51,Models/2065/Animations
206502,2065_die,青州死灵术士,,0,Models/2065/Animations
206503,2065_hurt,青州死灵术士,0.533,0,Models/2065/Animations
206504,2065_idle,青州死灵术士,,0,Models/2065/Animations
206505,2065_stun,青州死灵术士,,0,Models/2065/Animations
206506,2065_walk,青州死灵术士,,0,Models/2065/Animations
206507,2065_skl5601,青州死灵术士,1.633,1,Models/2065/Animations
206508,2065_skl5602,青州死灵术士,1.9,1,Models/2065/Animations
206701,2067_atk1,江东刀盾兵,1,0.65,Models/2067/Animations
206702,2067_die,江东刀盾兵,1,0,Models/2067/Animations
206703,2067_hurt,江东刀盾兵,0.533,0,Models/2067/Animations
206704,2067_idle,江东刀盾兵,,0,Models/2067/Animations
206705,2067_skl5551,江东刀盾兵,1,0.3,Models/2067/Animations
206706,2067_stun,江东刀盾兵,,0,Models/2067/Animations
206707,2067_walk,江东刀盾兵,,0,Models/2067/Animations
206801,2068_atk1,江东弓箭手,1,0.65,Models/2068/Animations
206802,2068_die,江东弓箭手,1,0,Models/2068/Animations
206803,2068_hurt,江东弓箭手,1,0,Models/2068/Animations
206804,2068_idle,江东弓箭手,,0,Models/2068/Animations
206805,2068_skl5561,江东弓箭手,1.2,0.75,Models/2068/Animations
206806,2068_stun,江东弓箭手,,0,Models/2068/Animations
206807,2068_walk,江东弓箭手,,0,Models/2068/Animations
206901,2069_atk1,江东法师,1,0.523,Models/2069/Animations
206902,2069_die,江东法师,,0,Models/2069/Animations
206903,2069_hurt,江东法师,0.533,0,Models/2069/Animations
206904,2069_idle,江东法师,,0,Models/2069/Animations
206905,2069_stun,江东法师,,0,Models/2069/Animations
206906,2069_walk,江东法师,,0,Models/2069/Animations
206907,2069_skl5571,江东法师,1,0.3,Models/2069/Animations
206908,2069_skl5572,江东法师,1.2,0.6,Models/2069/Animations
207001,2070_atk1,江东将领,1,0.523,Models/2070/Animations
207002,2070_die,江东将领,,0,Models/2070/Animations
207003,2070_hurt,江东将领,0.533,0,Models/2070/Animations
207004,2070_idle,江东将领,,0,Models/2070/Animations
207005,2070_stun,江东将领,,0,Models/2070/Animations
207006,2070_walk,江东将领,,0,Models/2070/Animations
207007,2070_skl5581,江东将领,1,0,Models/2070/Animations
207008,2070_skl5582,江东将领,1.6,0.93,Models/2070/Animations
207101,2071_atk1,大戟士,1.333,0.66,Models/2071/Animations
207102,2071_die,大戟士,,0,Models/2071/Animations
207103,2071_hurt,大戟士,0.533,0,Models/2071/Animations
207104,2071_idle,大戟士,,0,Models/2071/Animations
207105,2071_stun,大戟士,,0,Models/2071/Animations
207106,2071_walk,大戟士,,0,Models/2071/Animations
207107,2071_skl5711,大戟士,1.667,0.66,Models/2071/Animations
207108,2071_skl5712,大戟士,1.667,0.66,Models/2071/Animations
207109,2071_skl5713,大戟士,1.5,0.86,Models/2071/Animations
207201,2072_atk1,先登死士,1.2,0.43,Models/2072/Animations
207202,2072_die,先登死士,,0,Models/2072/Animations
207203,2072_hurt,先登死士,0.533,0,Models/2072/Animations
207204,2072_idle,先登死士,,0,Models/2072/Animations
207205,2072_skl5723,先登死士,2.333,1.16|1.73,Models/2072/Animations
207206,2072_stun,先登死士,,0,Models/2072/Animations
207207,2072_walk,先登死士,,0,Models/2072/Animations
207301,2073_atk1,无当弓手,1.2,0.54,Models/2073/Animations
207302,2073_die,无当弓手,,0,Models/2073/Animations
207303,2073_hurt,无当弓手,0.533,0,Models/2073/Animations
207304,2073_idle,无当弓手,,0,Models/2073/Animations
207305,2073_stun,无当弓手,,0,Models/2073/Animations
207306,2073_walk,无当弓手,,0,Models/2073/Animations
207307,2073_skl5781,无当弓手,2.233,1.45,Models/2073/Animations
207308,2073_skl5782,无当弓手,2.233,1.42,Models/2073/Animations
207401,2074_atk1,元戎弩士,1.667,0.3|0.606|1.115,Models/2074/Animations
207402,2074_die,元戎弩士,,0,Models/2074/Animations
207403,2074_hurt,元戎弩士,0.767,0,Models/2074/Animations
207404,2074_idle,元戎弩士,,0,Models/2074/Animations
207405,2074_stun,元戎弩士,,0,Models/2074/Animations
207406,2074_walk,元戎弩士,,0,Models/2074/Animations
207407,2074_skl5791,元戎弩士,2,1.228,Models/2074/Animations
207408,2074_skl5792,元戎弩士,1.667,0.44,Models/2074/Animations
207501,2075_atk1,虎豹营统兵,1.167,0.54,Models/2075/Animations
207502,2075_die,虎豹营统兵,,0,Models/2075/Animations
207503,2075_hurt,虎豹营统兵,0.533,0,Models/2075/Animations
207504,2075_idle,虎豹营统兵,,0,Models/2075/Animations
207505,2075_stun,虎豹营统兵,,0,Models/2075/Animations
207506,2075_walk,虎豹营统兵,,0,Models/2075/Animations
207507,2075_skl5801,虎豹营统兵,2.333,1.33,Models/2075/Animations
207601,2076_atk1,虎豹营勇士,1.167,0.57,Models/2076/Animations
207602,2076_die,虎豹营勇士,,0,Models/2076/Animations
207603,2076_hurt,虎豹营勇士,0.533,0,Models/2076/Animations
207604,2076_idle,虎豹营勇士,,0,Models/2076/Animations
207605,2076_stun,虎豹营勇士,,0,Models/2076/Animations
207606,2076_walk,虎豹营勇士,,0,Models/2076/Animations
207607,2076_skl5811,虎豹营勇士,2.367,0.65|1.065|1.301,Models/2076/Animations
207701,2077_atk1,虎豹营弓手,1.333,0.946,Models/2077/Animations
207702,2077_die,虎豹营弓手,,0,Models/2077/Animations
207703,2077_hurt,虎豹营弓手,0.533,0,Models/2077/Animations
207704,2077_idle,虎豹营弓手,,0,Models/2077/Animations
207705,2077_stun,虎豹营弓手,,0,Models/2077/Animations
207706,2077_walk,虎豹营弓手,,0,Models/2077/Animations
207707,2077_skl5821,虎豹营弓手,1.833,0.341|0.607|1.356,Models/2077/Animations
207801,2078_atk1,虎豹营策士,1.467,0.49,Models/2078/Animations
207802,2078_die,虎豹营策士,,0,Models/2078/Animations
207803,2078_hurt,虎豹营策士,0.533,0,Models/2078/Animations
207804,2078_idle,虎豹营策士,,0,Models/2078/Animations
207805,2078_stun,虎豹营策士,,0,Models/2078/Animations
207806,2078_walk,虎豹营策士,,0,Models/2078/Animations
207807,2078_skl5831,虎豹营策士,2,1.042,Models/2078/Animations
207901,2079_atk1,虎豹营火铳手,1.067,0.482,Models/2079/Animations
207902,2079_die,虎豹营火铳手,,0,Models/2079/Animations
207903,2079_hurt,虎豹营火铳手,0.533,0,Models/2079/Animations
207904,2079_idle,虎豹营火铳手,,0,Models/2079/Animations
207905,2079_stun,虎豹营火铳手,,0,Models/2079/Animations
207906,2079_walk,虎豹营火铳手,,0,Models/2079/Animations
207907,2079_skl5841,虎豹营火铳手,1.933,1.365,Models/2079/Animations
208001,2080_atk1,虎卫,1,0.347,Models/2080/Animations
208002,2080_die,虎卫,,0,Models/2080/Animations
208003,2080_hurt,虎卫,0.533,0,Models/2080/Animations
208004,2080_idle,虎卫,,0,Models/2080/Animations
208005,2080_stun,虎卫,,0,Models/2080/Animations
208006,2080_walk,虎卫,,0,Models/2080/Animations
208007,2080_skl5851,虎卫,3,0.09|0.12|0.15|0.18|0.21|0.24|0.27|0.3|0.33|0.36|0.39|0.42|1.032|1.455|1.65|2.4,Models/2080/Animations
208008,2080_skl5852,虎卫,1.433,0.602,Models/2080/Animations
208101,2081_atk1,奇策士,1.333,0.877,Models/2081/Animations
208102,2081_die,奇策士,,0,Models/2081/Animations
208103,2081_hurt,奇策士,0.533,0,Models/2081/Animations
208104,2081_idle,奇策士,,0,Models/2081/Animations
208105,2081_stun,奇策士,,0,Models/2081/Animations
208106,2081_walk,奇策士,,0,Models/2081/Animations
208107,2081_skl5861,奇策士,2,0.92,Models/2081/Animations
208108,2081_skl5862,奇策士,1.767,1.06,Models/2081/Animations
208109,2081_skl5863,奇策士,2,0.95,Models/2081/Animations
209501,2095_atk1,李傕,1,0.41,Models/2095/Animations
209502,2095_atk2,李傕,1,0.46,Models/2095/Animations
209503,2095_die,李傕,,0,Models/2095/Animations
209504,2095_idle,李傕,,0,Models/2095/Animations
209505,2095_hurt,李傕,0.533,0,Models/2095/Animations
209506,2095_prepare,李傕,1,0,Models/2095/Animations
209507,2095_skl881,李傕,2,0.4|0.54|0.8|1.06|1.31|1.5,Models/2095/Animations
209508,2095_skl882,李傕,1.5,0.96,Models/2095/Animations
209509,2095_stun,李傕,,0,Models/2095/Animations
209510,2095_walk,李傕,,0,Models/2095/Animations
209601,2096_atk1,郭汜,1,0.66,Models/2096/Animations
209602,2096_die,郭汜,,0,Models/2096/Animations
209603,2096_hurt,郭汜,0.533,0,Models/2096/Animations
209604,2096_idle,郭汜,,0,Models/2096/Animations
209605,2096_prepare,郭汜,1,0,Models/2096/Animations
209606,2096_skl891,郭汜,1,0.36,Models/2096/Animations
209607,2096_skl892,郭汜,2,1.28,Models/2096/Animations
209609,2096_stun,郭汜,,0,Models/2096/Animations
209610,2096_walk,郭汜,,0,Models/2096/Animations
106001,1060_atk1,曹洪,1.167,0.51,Models/1060/Animations
106002,1060_atk2,曹洪,1.267,0.57,Models/1060/Animations
106003,1060_die,曹洪,,0,Models/1060/Animations
106004,1060_hurt,曹洪,0.533,0,Models/1060/Animations
106005,1060_idle,曹洪,,0,Models/1060/Animations
106006,1060_prepare,曹洪,1,0,Models/1060/Animations
106007,1060_skl631,曹洪,1.667,0.75,Models/1060/Animations
106008,1060_skl632,曹洪,1.567,0.62,Models/1060/Animations
106009,1060_skl633,曹洪,2,1,Models/1060/Animations
106010,1060_stun,曹洪,,0,Models/1060/Animations
106011,1060_walk,曹洪,,0,Models/1060/Animations
106012,1060_win,曹洪,,0,Models/1060/Animations
106013,1060_ride,曹洪,0.8,0,Models/1060/Animations
106014,1060_rideidle,曹洪,,0,Models/1060/Animations
106015,1060_skl4021,曹洪,,0,Models/1060/Animations
106101,1061_atk1,于禁,1,0.612,Models/1061/Animations
106102,1061_atk2,于禁,1,0.477,Models/1061/Animations
106103,1061_die,于禁,,0,Models/1061/Animations
106104,1061_hurt,于禁,0.533,0,Models/1061/Animations
106105,1061_idle,于禁,,0,Models/1061/Animations
106106,1061_prepare,于禁,1,0,Models/1061/Animations
106107,1061_ride,于禁,0.8,0,Models/1061/Animations
106108,1061_rideidle,于禁,,0,Models/1061/Animations
106109,1061_skl1061,于禁,1.3,0.774,Models/1061/Animations
106110,1061_skl1064,于禁,2,1.474,Models/1061/Animations
106111,1061_stun,于禁,,0,Models/1061/Animations
106112,1061_walk,于禁,,0,Models/1061/Animations
106113,1061_win,于禁,,0,Models/1061/Animations
106201,1062_atk1,李典,0.867,0.518,Models/1062/Animations
106202,1062_atk2,李典,0.933,0.488,Models/1062/Animations
106203,1062_die,李典,,0,Models/1062/Animations
106204,1062_hurt,李典,0.533,0,Models/1062/Animations
106205,1062_idle,李典,,0,Models/1062/Animations
106206,1062_prepare,李典,1,0,Models/1062/Animations
106207,1062_skl651,李典,3.3,0.502|0.891|1.37|1.825|2.716,Models/1062/Animations
106208,1062_skl652,李典,1.5,0.873,Models/1062/Animations
106209,1062_skl654,李典,6,0.1,Models/1062/Animations
106210,1062_stun,李典,,0,Models/1062/Animations
106211,1062_walk,李典,,0,Models/1062/Animations
106212,1062_win,李典,,0,Models/1062/Animations
106213,1062_ride,李典,0.8,0,Models/1062/Animations
106214,1062_rideidle,李典,,0,Models/1062/Animations
103501,1035_atk1,小乔,1.5,0.55,Models/1035/Animations
103502,1035_atk2,小乔,1.5,1.06,Models/1035/Animations
103503,1035_die,小乔,,0,Models/1035/Animations
103504,1035_hurt,小乔,0.533,0,Models/1035/Animations
103505,1035_idle,小乔,,0,Models/1035/Animations
103506,1035_prepare,小乔,1,0,Models/1035/Animations
103507,1035_skl341,小乔,5,0.12|0.5|1.6|2.5,Models/1035/Animations
103508,1035_skl342,小乔,2.6,1.27,Models/1035/Animations
103509,1035_skl343,小乔,2.667,1.92,Models/1035/Animations
103510,1035_stun,小乔,,0,Models/1035/Animations
103511,1035_walk,小乔,,0,Models/1035/Animations
103512,1035_win,小乔,,0,Models/1035/Animations
103513,1035_downjump,小乔,,0,Models/1035/Animations
103514,1035_hurt01,小乔,0.2,0,Models/1035/Animations
103515,1035_hurt02,小乔,0.133,0,Models/1035/Animations
103516,1035_hurt03,小乔,1,0,Models/1035/Animations
103517,1035_hurt04,小乔,0.4,0,Models/1035/Animations
103518,1035_ride,小乔,,0,Models/1035/Animations
103519,1035_rideidle,小乔,,0,Models/1035/Animations
103520,1035_hurt05,小乔,,0,Models/1035/Animations
103521,1035_hurtDown,小乔,,0,Models/1035/Animations
103522,1035_hurtHitdown,小乔,,0,Models/1035/Animations
103523,1035_hurtLeft,小乔,,0,Models/1035/Animations
103524,1035_hurtRight,小乔,,0,Models/1035/Animations
103525,1035_hurtSlowdown,小乔,,0,Models/1035/Animations
103526,1035_hurtUp,小乔,,0,Models/1035/Animations
103527,1035_skl4008,小乔,5.133,0,Models/1035/Animations
103601,1036_atk1,吕蒙,1.233,0.485,Models/1036/Animations
103602,1036_atk2,吕蒙,1.233,0.405,Models/1036/Animations
103603,1036_die,吕蒙,,0,Models/1036/Animations
103604,1036_hurt,吕蒙,0.533,0,Models/1036/Animations
103605,1036_idle,吕蒙,,0,Models/1036/Animations
103606,1036_prepare,吕蒙,1,0,Models/1036/Animations
103607,1036_ride,吕蒙,,0,Models/1036/Animations
103608,1036_stun,吕蒙,,0,Models/1036/Animations
103609,1036_walk,吕蒙,,0,Models/1036/Animations
103610,1036_win,吕蒙,,0,Models/1036/Animations
103611,1036_skl351,吕蒙,2.5,0.01|0.685|0.92|1.47|2,Models/1036/Animations
103612,1036_skl352,吕蒙,2.333,1.52,Models/1036/Animations
103613,1036_skl4017_prepare,吕蒙,1,0,Models/1036/Animations
103614,1036_skl4017_1,吕蒙,0.267,0,Models/1036/Animations
103615,1036_skl4017_2,吕蒙,0.267,0,Models/1036/Animations
103616,1036_skl4017_3,吕蒙,0.3,0,Models/1036/Animations
103617,1036_skl4017_4,吕蒙,0.267,0,Models/1036/Animations
103618,1036_skl4017_5,吕蒙,0.8,0,Models/1036/Animations
103619,1036_rideidle,吕蒙,,0,Models/1036/Animations
320601,3206_atk1,凌统召唤物,1.167,0.51,Models/3206/Animations
320602,3206_atk2,凌统召唤物,1.267,0.57,Models/3206/Animations
320603,3206_die,凌统召唤物,,0,Models/3206/Animations
320604,3206_hurt,凌统召唤物,0.533,0,Models/3206/Animations
320605,3206_idle,凌统召唤物,,0,Models/3206/Animations
320607,3206_skl751_3,凌统召唤物,2.4,0.1|0.859|1.596|1.7|1.92,Models/3206/Animations
320608,3206_skl752,凌统召唤物,0.833,0.451,Models/3206/Animations
320610,3206_stun,凌统召唤物,,0,Models/3206/Animations
320611,3206_walk,凌统召唤物,,0,Models/3206/Animations
107201,1072_atk1,凌统,1.233,0.485,Models/1072/Animations
107202,1072_atk2,凌统,1.233,0.405,Models/1072/Animations
107203,1072_die,凌统,,0,Models/1072/Animations
107204,1072_hurt,凌统,0.533,0,Models/1072/Animations
107205,1072_idle,凌统,,0,Models/1072/Animations
107206,1072_prepare,凌统,1,0,Models/1072/Animations
107207,1072_ride,凌统,,0,Models/1072/Animations
107208,1072_stun,凌统,,0,Models/1072/Animations
107209,1072_walk,凌统,,0,Models/1072/Animations
107210,1072_win,凌统,,0,Models/1072/Animations
107211,1072_skl751,凌统,0.8,0.1,Models/1072/Animations
107212,1072_skl752,凌统,1.667,0.79|1.298,Models/1072/Animations
107213,1072_rideidle,凌统,,0,Models/1072/Animations
208201,2082_atk1,猛将小兵,1,0.38,Models/2082/Animations
208202,2082_die,猛将小兵,,0,Models/2082/Animations
208203,2082_hurt,猛将小兵,0.533,0,Models/2082/Animations
208204,2082_idle,猛将小兵,,0,Models/2082/Animations
208205,2082_skl5871,猛将小兵,1.33,0.73,Models/2082/Animations
208206,2082_skl5873,猛将小兵,3,0.05|0.1|0.15|0.2|0.25|0.3|0.35|0.4|0.45|0.5|0.55|0.6|1.05|1.44|1.66|2.46,Models/2082/Animations
208207,2082_stun,猛将小兵,,0,Models/2082/Animations
208208,2082_walk,猛将小兵,,0,Models/2082/Animations
208301,2083_atk1,近卫小兵,1.167,0.48,Models/2083/Animations
208302,2083_die,近卫小兵,,0,Models/2083/Animations
208303,2083_hurt,近卫小兵,0.533,0,Models/2083/Animations
208304,2083_idle,近卫小兵,,0,Models/2083/Animations
208305,2083_skl5881,近卫小兵,1.33,0.84,Models/2083/Animations
208306,2083_skl5883,近卫小兵,1.33,0.6,Models/2083/Animations
208307,2083_stun,近卫小兵,,0,Models/2083/Animations
208308,2083_walk,近卫小兵,,0,Models/2083/Animations
208401,2084_atk1,豪杰小兵,1.167,0.57,Models/2084/Animations
208402,2084_die,豪杰小兵,,0,Models/2084/Animations
208403,2084_hurt,豪杰小兵,0.533,0,Models/2084/Animations
208404,2084_idle,豪杰小兵,,0,Models/2084/Animations
208405,2084_skl5891,豪杰小兵,1.33,0.985,Models/2084/Animations
208406,2084_skl5893,豪杰小兵,1.33,0.85,Models/2084/Animations
208407,2084_stun,豪杰小兵,,0,Models/2084/Animations
208408,2084_walk,豪杰小兵,,0,Models/2084/Animations
208501,2085_atk1,神射小兵,1.167,0.765,Models/2085/Animations
208502,2085_die,神射小兵,,0,Models/2085/Animations
208503,2085_hurt,神射小兵,0.533,0,Models/2085/Animations
208504,2085_idle,神射小兵,,0,Models/2085/Animations
208505,2085_skl5901,神射小兵,1.33,0.835,Models/2085/Animations
208506,2085_skl5903,神射小兵,1.33,0.865,Models/2085/Animations
208507,2085_stun,神射小兵,,0,Models/2085/Animations
208508,2085_walk,神射小兵,,0,Models/2085/Animations
208601,2086_atk1,仙法小兵,1.467,0.5,Models/2086/Animations
208602,2086_die,仙法小兵,,0,Models/2086/Animations
208603,2086_hurt,仙法小兵,0.533,0,Models/2086/Animations
208604,2086_idle,仙法小兵,,0,Models/2086/Animations
208605,2086_skl5911,仙法小兵,2,1,Models/2086/Animations
208606,2086_skl5913,仙法小兵,2,1.6,Models/2086/Animations
208607,2086_stun,仙法小兵,,0,Models/2086/Animations
208608,2086_walk,仙法小兵,,0,Models/2086/Animations
400601,4006_atk,西凉驯虎师的老虎,2.167,1.23,Models/4006/Animations
400602,4006_die,西凉驯虎师的老虎,,0,Models/4006/Animations
400603,4006_hurt,西凉驯虎师的老虎,0.533,0,Models/4006/Animations
400604,4006_idle,西凉驯虎师的老虎,,0,Models/4006/Animations
400605,4006_walk,西凉驯虎师的老虎,,0,Models/4006/Animations
400801,4008_atk1,西凉驯熊师的熊,1.2,0.74,Models/4008/Animations
400802,4008_die,西凉驯熊师的熊,,0,Models/4008/Animations
400803,4008_hurt,西凉驯熊师的熊,0.533,0,Models/4008/Animations
400804,4008_idle,西凉驯熊师的熊,,0,Models/4008/Animations
400805,4008_walk,西凉驯熊师的熊,,0,Models/4008/Animations
400806,4008_skl5371,西凉驯熊师的熊,2.167,1.22,Models/4008/Animations
204401,2044_atk1,西凉驯熊师,1.2,0.44,Models/2044/Animations
204402,2044_die,西凉驯熊师,,0,Models/2044/Animations
204403,2044_hurt,西凉驯熊师,0.533,0,Models/2044/Animations
204404,2044_idle,西凉驯熊师,,0,Models/2044/Animations
204405,2044_skl5371,西凉驯熊师,1.667,0.76,Models/2044/Animations
204406,2044_stun,西凉驯熊师,,0,Models/2044/Animations
204407,2044_walk,西凉驯熊师,,0,Models/2044/Animations
400901,4009_skl5321,西凉驯虎师的狼,2.167,0,Models/4009/Animations
400902,4009_die,西凉驯虎师的狼,,0,Models/4009/Animations
400903,4009_hurt,西凉驯虎师的狼,0.533,0,Models/4009/Animations
400904,4009_idle,西凉驯虎师的狼,,0,Models/4009/Animations
400905,4009_walk,西凉驯虎师的狼,,0,Models/4009/Animations
400906,4009_atk1,西凉驯虎师的狼,1.333,0.7,Models/4009/Animations
400701,4007_atk,西凉驯鹰师鹰,1.667,0.77|1.01|1.3,Models/4007/Animations
400702,4007_die,西凉驯鹰师鹰,,0,Models/4007/Animations
400703,4007_hurt,西凉驯鹰师鹰,0.533,0,Models/4007/Animations
400704,4007_idle,西凉驯鹰师鹰,,0,Models/4007/Animations
400705,4007_walk,西凉驯鹰师鹰,,0,Models/4007/Animations
300101,3001_die,陶偶-黑,,0,Models/3001/Animations
300102,3001_idle,陶偶-黑,,0,Models/3001/Animations
300103,3001_stun,陶偶-黑,,0,Models/3001/Animations
300104,3001_hurt,陶偶-黑,,0,Models/3001/Animations
300201,3002_die,陶偶-白,,0,Models/3002/Animations
300202,3002_idle,陶偶-白,,0,Models/3002/Animations
300203,3002_stun,陶偶-白,,0,Models/3002/Animations
300204,3002_hurt,陶偶-白,,0,Models/3002/Animations
902001,qingzhou_die_a,跪地趴下,,0,Models/DeadAnim
902002,qingzhou_die_b,仰面躺倒,,0,Models/DeadAnim
902003,qingzhou_die_c,被击向后飞行一小段距离后落地死亡,,0,Models/DeadAnim
902004,qingzhou_die_d,被击向左翻滚后落地死亡,,0,Models/DeadAnim
902005,qingzhou_die_e,被击向右翻滚后落地死亡,,0,Models/DeadAnim
902006,qingzhou_die_f,蜷缩身体倒地死亡,,0,Models/DeadAnim
901001,down_jump,下跳,0.667,0,Models/Jump/Down
901002,Double_Horsewalk,乘骑 双手,,0,Models/RideAnim
901003,Left_Horsewalk,乘骑 左手,,0,Models/RideAnim
901004,Right_Horsewalk,乘骑 右手,,0,Models/RideAnim
901005,Female_down_jump,女性 下跳,0.677,0,Models/Jump/Down
900321,combo_hurt_down,组合技受击,,0,Models/ComboHurtAnim/Combo4007
900322,combo_hurt_left,组合技受击,,0,Models/ComboHurtAnim/Combo4007
900323,combo_hurt_right,组合技受击,,0,Models/ComboHurtAnim/Combo4007
900324,combo_hurt_up,组合技受击,,0,Models/ComboHurtAnim/Combo4007
900325,combo_hurt_slowdown,组合技受击,,0,Models/ComboHurtAnim/Combo4007
900326,combo_hurt_hitdown,组合技受击,,0,Models/ComboHurtAnim/Combo4007
900121,hurt_male_hurt01,男性受击,0.2,0,Models/HurtAnim/male
900122,hurt_male_hurt02,男性受击,0.133,0,Models/HurtAnim/male
900123,hurt_male_hurt03,男性受击,1.4,0,Models/HurtAnim/male
900124,hurt_male_hurt04,男性受击,0.4,0,Models/HurtAnim/male
900125,hurt_male_hurt05,男性受击,0.867,0,Models/HurtAnim/male
900131,hurt_Female_hurt01,女性受击,0.2,0,Models/HurtAnim/Female
900132,hurt_Female_hurt02,女性受击,0.133,0,Models/HurtAnim/Female
900133,hurt_Female_hurt03,女性受击,1.4,0,Models/HurtAnim/Female
900134,hurt_Female_hurt04,女性受击,0.4,0,Models/HurtAnim/Female
900135,hurt_Female_hurt05,女性受击,0.867,0,Models/HurtAnim/Female
500101,5001_walk,坐骑,0.8,0,Horses/5001/Animations
500102,5001_idle,坐骑,2.033,0,Horses/5001/Animations
500103,5001_idlewait01,坐骑,2.033,0,Horses/5001/Animations
500201,5002_walk,坐骑,0.8,0,Horses/5002/Animations
500202,5002_idle,坐骑,2.033,0,Horses/5002/Animations
500203,5002_idlewait01,坐骑,2.033,0,Horses/5002/Animations
500301,5003_walk,坐骑,0.8,0,Horses/5003/Animations
500302,5003_idle,坐骑,2.033,0,Horses/5003/Animations
500303,5003_idlewait01,坐骑,2.033,0,Horses/5003/Animations
500401,5004_walk,坐骑,0.8,0,Horses/5004/Animations
500402,5004_idle,坐骑,2.033,0,Horses/5004/Animations
500403,5004_idlewait01,坐骑,2.033,0,Horses/5004/Animations
500501,5005_walk,坐骑,0.8,0,Horses/5005/Animations
500502,5005_idle,坐骑,2,0,Horses/5005/Animations
500503,5005_idlewait01,坐骑,2,0,Horses/5005/Animations
500601,5006_walk,坐骑,0.8,0,Horses/5006/Animations
500602,5006_idle,坐骑,2,0,Horses/5006/Animations
500603,5006_idlewait01,坐骑,3,0,Horses/5006/Animations
500701,5007_walk,坐骑,0.8,0,Horses/5007/Animations
500702,5007_idle,坐骑,2,0,Horses/5007/Animations
500703,5007_idlewait01,坐骑,3,0,Horses/5007/Animations
500801,5008_walk,坐骑,0.8,0,Horses/5008/Animations
500802,5008_idle,坐骑,2,0,Horses/5008/Animations
500803,5008_idlewait01,坐骑,2,0,Horses/5008/Animations
401801,4018_idle,赛马机关兽,0.8,0,Models/4018/Animations
401802,4018_fly,赛马机关兽,0.667,0,Models/4018/Animations
401803,4018_flying,赛马机关兽,3,0,Models/4018/Animations
401804,4018_idlewait,赛马机关兽,3.167,0,Models/4018/Animations
401901,4019_atk01,年兽,1.667,0.935,Models/4019/Animations
401902,4019_atk02,年兽,1.667,1.009,Models/4019/Animations
401903,4019_die,年兽,,0,Models/4019/Animations
401904,4019_hurt,年兽,0.667,0,Models/4019/Animations
401905,4019_idle,年兽,,0,Models/4019/Animations
401906,4019_skl9021,年兽,2.5,1.383|1.793,Models/4019/Animations
401907,4019_skl9022,年兽,2.333,1.766,Models/4019/Animations
401908,4019_skl9023,年兽,5.5,1.6|2.25|2.9|3.55|4.2,Models/4019/Animations
401909,4019_maincity_fall,年兽,,0,Models/4019/Animations
401910,4019_maincity_idle,年兽,,0,Models/4019/Animations
401911,4019_maincity_idlewait,年兽,,0,Models/4019/Animations
401912,4019_maincity_jump,年兽,,0,Models/4019/Animations
401913,4019_maincity_walk,年兽,,0,Models/4019/Animations
402001,4020_fall,年兽宝箱,,0,Models/4020/Animations
402002,4020_open,年兽宝箱,,0,Models/4020/Animations
120101,1201_atk1,乐进,1.1,0.55,Models/1201/Animations
120102,1201_atk2,乐进,1.333,0.565,Models/1201/Animations
120103,1201_die,乐进,1,0,Models/1201/Animations
